business_name,business_address,business_city,business_state,business_postal_code,inspection_date,inspection_score,violation_description,risk_category
Love Healthy Foods,244 Clement St,San Francisco,CA,94118,10/2/16 0:00,100,,
Mellow's Cafe,1400 Taraval St,San Francisco,CA,94116,5/25/16 0:00,100,,
Stanford Hotel,250 Kearny St,San Francisco,CA,94108,7/22/16 0:00,,Improper storage use or identification of toxic substances,Low Risk
GCAFE,44 Tehama St,San Francisco,CA,94105,8/3/16 0:00,,,
Taqueria Girasol Inc,1650 Holloway Ave,San Francisco,CA,94132,10/18/16 0:00,,,
Sqwers Restaurant,3015 Geary Blvd,San Francisco,CA,94118,10/17/16 0:00,68,Improper thawing methods,Moderate Risk
My Tofu House,4627 Geary Blvd,San Francisco,CA,94118,4/26/16 0:00,96,Foods not protected from contamination,Moderate Risk
TJ Cups Inc,2437 Noriega St,San Francisco,CA,94122,11/10/16 0:00,93,Unclean hands or improper use of gloves,High Risk
El Rincon Yucateco,491 O'Farrell St,San Francisco,CA,94102,1/27/16 0:00,100,,
JW&L Market,1401 Stockton St,San Francisco,CA,94133,11/14/16 0:00,86,Improper food storage,Low Risk
Little Kitchen,2401 Polk St,San Francisco,CA,94109,7/26/16 0:00,78,Unclean or unsanitary food contact surfaces,High Risk
Five Star Truffles,4251 A 18th St,San Francisco,CA,94114,7/22/16 0:00,100,,
Corner Bakery Cafe #1584,665 Market St,San Francisco,CA,94105,8/15/16 0:00,96,Improper thawing methods,Moderate Risk
House Rules,2227 Polk St,San Francisco,CA,94109,8/16/16 0:00,,,
City Super,1108 Stockton St,San Francisco,CA,94133,10/11/16 0:00,,,
Edible Arrangements,515 Bay St,San Francisco,CA,94133,2/18/16 0:00,94,Insufficient hot water or running water,Moderate Risk
Chipotle Mexican Grill,2675 Geary Blvd,San Francisco,CA,94118,3/8/16 0:00,,Permit license or inspection report not posted,Low Risk
Rubin's Market,2997 Folsom St,San Francisco,CA,94110,6/13/16 0:00,92,Low risk vermin infestation,Low Risk
Left Coast Catering,1400 Yosemite Ave,San Francisco,CA,94124,4/15/16 0:00,98,Improper or defective plumbing,Low Risk
BEL SF,3215 Mission St,San Francisco,CA,94110,7/6/16 0:00,100,,
Ly's Vietnamese Cuisine,1779 Lombard St,San Francisco,CA,94123,9/12/16 0:00,88,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk
Courtyard San Francisco Union Square,761 Post St,San Francisco,CA,94109,12/6/16 0:00,100,,
La Capra Coffee,360 03rd St Suite 101,San Francisco,CA,94107,9/2/16 0:00,90,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk
Carbon Grill,852 Clement St,San Francisco,CA,94118,9/9/16 0:00,,,
Bund Shanghai Restaurant,640 Jackson St,San Francisco,CA,94133,4/19/16 0:00,,,
San Francisco Marriott Union Square - Employee,480 Sutter St Service Level,San Francisco,CA,94108,6/28/16 0:00,98,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk
San Francisco Marriott Union Square - Main Kitchen,480 Sutter St 1st Floor,San Francisco,CA,94108,6/28/16 0:00,92,Foods not protected from contamination,Moderate Risk
SF Marriott Union Square (Banquet Kitchen),480 Sutter St Mezzanine,San Francisco,CA,94108,6/28/16 0:00,98,Improper food storage,Low Risk
Lou's Cafe,100 Pine St 102,San Francisco,CA,94111,10/26/16 0:00,86,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk
The Spice Jar,2500 Bryant St,San Francisco,CA,94110,3/22/16 0:00,94,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk
Fine and Rare,555 Golden Gate Ave,San Francisco,CA,94102,3/3/16 0:00,80,No thermometers or uncalibrated thermometers,Low Risk
Kio Ramen,3528 Balboa St,San Francisco,CA,94121,4/28/16 0:00,64,Foods not protected from contamination,Moderate Risk
Petit Crenn,609 Hayes St,San Francisco,CA,94102,6/22/16 0:00,98,Improper food storage,Low Risk
Horsefeather,528 Divisadero St,San Francisco,CA,94117,3/31/16 0:00,,,
The Plant Cafe Organic,2335 03rd St,San Francisco,CA,94107,11/23/16 0:00,96,Foods not protected from contamination,Moderate Risk
The Soapbox Cafe,1800 Hyde St,San Francisco,CA,94109,3/10/16 0:00,90,Foods not protected from contamination,Moderate Risk
Happy Donuts,299 Ellis St,San Francisco,CA,94102,7/19/16 0:00,82,Improper storage of equipment utensils or linens,Low Risk
B On The Go LLC,2794 California St,San Francisco,CA,94115,9/28/16 0:00,92,Moderate risk food holding temperature,Moderate Risk
"Williams-Sonoma, Inc.",151 Union St,San Francisco,CA,94111,6/27/16 0:00,88,Inadequate and inaccessible handwashing facilities,Moderate Risk
Fuji Restaurant,301 West Portal Ave,San Francisco,CA,94127,8/2/16 0:00,,,
Moonchef LLC,945 Sacramento St,San Francisco,CA,94108,1/8/16 0:00,100,,
The Italian Homemade Company,1919 Union St,San Francisco,CA,94123,4/11/16 0:00,80,Inadequate procedures or records for time as a public health control,Moderate Risk
Royal Ground Coffee,2216 Polk St,San Francisco,CA,94109,6/14/16 0:00,78,No hot water or running water,High Risk
Orson's Belly,1737 Balboa St,San Francisco,CA,94121,2/17/16 0:00,,,
Bei Fang Style,2218 Irving St,San Francisco,CA,94122,12/9/16 0:00,86,Improper thawing methods,Moderate Risk
City Pizza and Burger Inc.,464 Broadway St,San Francisco,CA,94133,10/7/16 0:00,,,
George and Lennie,277 Golden Gate Ave #114,San Francisco,CA,94102,6/30/16 0:00,94,Unapproved or unmaintained equipment or utensils,Low Risk
Golden State Market,4448 Mission St,San Francisco,CA,94112,9/15/16 0:00,80,High risk food holding temperature,High Risk
Nucha,270 Noe St,San Francisco,CA,94114,6/15/16 0:00,100,,
Lobster ME,845 Market St FE15,San Francisco,CA,94103,9/22/16 0:00,93,Unclean hands or improper use of gloves,High Risk
Buzz Express,380 Bush St #1,San Francisco,CA,94104,8/29/16 0:00,81,Unclean or degraded floors walls or ceilings,Low Risk
As Quoted,3613 Sacramento St,San Francisco,CA,94118,4/11/16 0:00,89,Foods not protected from contamination,Moderate Risk
Sam's Chowder Mobile #4,Off The Grid,San Francisco,CA,,5/25/16 0:00,98,Unapproved or unmaintained equipment or utensils,Low Risk
Leland Market,65 Leland Ave,San Francisco,CA,94134,9/7/16 0:00,,,
Paojao Dumpling & Noodles,380 Bush St #6,San Francisco,CA,94104,8/29/16 0:00,86,Improper cooling methods,High Risk
Burma Love,211 Valencia St,San Francisco,CA,94103,4/15/16 0:00,86,Inadequate and inaccessible handwashing facilities,Moderate Risk
A Desi Cafe,1501 Noriega St,San Francisco,CA,94112,6/8/16 0:00,94,Improper food storage,Low Risk
Kobani Mediteranean Grill,3242 Scott St,San Francisco,CA,94123,9/9/16 0:00,,,
7 Eleven Store #2366-39475B,3400 Mission,San Francisco,CA,94110,6/28/16 0:00,86,Food safety certificate or food handler card not available,Low Risk
Bellissimo Pizza,920 Sutter St,San Francisco,CA,94109,7/14/16 0:00,88,Unclean or degraded floors walls or ceilings,Low Risk
San Dong Best Inc,3741 Geary Blvd,San Francisco,CA,94118,12/9/16 0:00,,,
The Spot Lounge,2325 Taraval St,San Francisco,CA,94116,6/14/16 0:00,96,Moderate risk food holding temperature,Moderate Risk
Z011 Coffee Traders,1035 Fillmore St #3,San Francisco,CA,94115,11/4/16 0:00,92,Food safety certificate or food handler card not available,Low Risk
I.C.U. Market & Deli Inc.,514 Minna St,San Francisco,CA,94103,8/8/16 0:00,92,Moderate risk food holding temperature,Moderate Risk
Phil'z Coffee,5 Embarcadero Center,San Francisco,CA,94111,12/29/16 0:00,96,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk
It's All Gravy,428 11th St,San Francisco,CA,94103,8/1/16 0:00,,,
Can Tho Coffee Shop,411 Ellis St,San Francisco,CA,94102,8/15/16 0:00,92,Permit license or inspection report not posted,Low Risk
Lung Fung Bakery,1823 Clement St,San Francisco,CA,94121,6/14/16 0:00,,,
The Barbary Coast,478 Green St,San Francisco,CA,94133,6/30/16 0:00,94,Food safety certificate or food handler card not available,Low Risk
Wise Sons Delicatessen,1520 Fillmore St,San Francisco,CA,94115,11/21/16 0:00,86,Moderate risk food holding temperature,Moderate Risk
2227 Irving Seafood Market Inc,2227 Irving St,San Francisco,CA,94122,3/29/16 0:00,84,Improper thawing methods,Moderate Risk
Lakshmi Lassi,244 Clement St,San Francisco,CA,94118,10/2/16 0:00,100,,
The Hall,Market St,San Francisco,CA,94102,6/27/16 0:00,94,Improper or defective plumbing,Low Risk
Pescatore,2455 Mason St,San Francisco,CA,94133,7/26/16 0:00,88,Inadequate and inaccessible handwashing facilities,Moderate Risk
Earthbar,301 Pine St,San Francisco,CA,94104,9/2/16 0:00,,,
MAHALO !,1376 09th Ave,San Francisco,CA,94122,3/10/16 0:00,67,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk
Silk Road,3251 20th Ave  6525,San Francisco,CA,94132,10/18/16 0:00,,,
Bruno's Pizza & Restaurant,1375 Fillmore St,San Francisco,CA,94115,11/7/16 0:00,93,High risk food holding temperature,High Risk
La Parrilla Grill,2801 Folsom St,San Francisco,CA,94110,3/23/16 0:00,88,Food safety certificate or food handler card not available,Low Risk
Annie's Hot Dogs,1330 25th St,San Francisco,CA,94107,2/12/16 0:00,93,Unclean hands or improper use of gloves,High Risk
Taste of Jiangnan,332 Clement St,San Francisco,CA,94118,6/29/16 0:00,73,Improper thawing methods,Moderate Risk
Earthbar,747 Market St,San Francisco,CA,94103,12/14/16 0:00,92,Permit license or inspection report not posted,Low Risk
Proper Food,350 California St,San Francisco,CA,94104,11/2/16 0:00,100,,
Bom Dia Kitchen,613 York St,San Francisco,CA,94110,2/2/16 0:00,,,
Z. Cioccolato,474 Columbus Ave,San Francisco,CA,94133,8/24/16 0:00,96,Permit license or inspection report not posted,Low Risk
Noc Noc on Broadway,515 Broadway St,San Francisco,CA,94133,10/28/16 0:00,96,Inadequate and inaccessible handwashing facilities,Moderate Risk
Twin Peaks Pizza and Pasta,1681 Church St,San Francisco,CA,94131,12/16/16 0:00,,,
Moo-Dee,1386 9th Ave,San Francisco,CA,94122,4/26/16 0:00,74,Foods not protected from contamination,Moderate Risk
Methodology,326 01st St,San Francisco,CA,94105,6/24/16 0:00,,,
Chatown Beverage LLC,1170 Powell St,San Francisco,CA,94108,6/30/16 0:00,,,
Counter Offer,806 S Van Ness Ave,San Francisco,CA,94110,6/28/16 0:00,92,Unclean or degraded floors walls or ceilings,Low Risk
Starboard,2919 16th St,San Francisco,CA,94103,1/22/16 0:00,,,
Cala Restaurant,149 Fell St,San Francisco,CA,94102,5/16/16 0:00,,,
Pinkies Bakery,833 Cortland Ave,San Francisco,CA,94110,3/29/16 0:00,84,Permit license or inspection report not posted,Low Risk
Delarosa,37 Yerba Buena Ln,San Francisco,CA,94103,4/19/16 0:00,,,
I-Tea Kearny SF,253 Kearny St,San Francisco,CA,94108,12/15/16 0:00,96,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk
Chomp Station,428 11th St,San Francisco,CA,94103,9/1/16 0:00,87,Noncompliance with HAACP plan or variance,Moderate Risk
Graze Salad Bar,1028 Market St,San Francisco,CA,94102,6/27/16 0:00,98,Improper food storage,Low Risk
TFM Cafe,1353 Taraval St,San Francisco,CA,94116,6/24/16 0:00,90,Inadequate and inaccessible handwashing facilities,Moderate Risk
Regalito Rosticeria,3481 18th St,San Francisco,CA,94110,10/4/16 0:00,100,,
Cup A Joe Coffehaus,896 Sutter St,San Francisco,CA,94109,9/1/16 0:00,,,
Latte Express #5,646 Kearny St,San Francisco,CA,94108,12/22/16 0:00,82,Moderate risk food holding temperature,Moderate Risk
Mandarin House SF,3452 Mission St,San Francisco,CA,94110,12/20/16 0:00,82,Unclean hands or improper use of gloves,High Risk
Common Sage,1552 Polk St,San Francisco,CA,94109,8/17/16 0:00,78,Permit license or inspection report not posted,Low Risk
Royal Ground Coffee,2342 Clement St,San Francisco,CA,94121,12/9/16 0:00,83,Moderate risk food holding temperature,Moderate Risk
Tacos El Gondo,Off The Grid,San Francisco,CA,,10/7/16 0:00,88,Inadequate and inaccessible handwashing facilities,Moderate Risk
Bon Appetit Management Co,1455 Market St 5th Floor,San Francisco,CA,94103,10/21/16 0:00,100,,
Bon Appetit Management Co,685 Market St 4th Floor,San Francisco,CA,94105,8/10/16 0:00,100,,
TANCCA,776 Broadway St,San Francisco,CA,94133,1/29/16 0:00,,,
Lucky Ocean Cafe,1501 Ocean Ave,San Francisco,CA,94112,8/11/16 0:00,,,
Genji Ocean,1150 Ocean Ave,San Francisco,CA,94112,7/15/16 0:00,100,,
Genji Sushi,399 04th St,San Francisco,CA,94107,2/3/16 0:00,98,Permit license or inspection report not posted,Low Risk
SF Food Market,4614 03rd St,San Francisco,CA,94124,2/5/16 0:00,,Unclean hands or improper use of gloves,High Risk
NKG Cafe,28 Leland Ave,San Francisco,CA,94134,9/7/16 0:00,,,
Caffe Trinity,1145 Market St,San Francisco,CA,94103,11/14/16 0:00,,,
Pompei's Grotto,340 Jefferson St,San Francisco,CA,94133,7/18/16 0:00,91,Inadequate warewashing facilities or equipment,Low Risk
"Dong Hing, LLC",1210 Stockton St,San Francisco,CA,94133,5/10/16 0:00,,,
Saabis Groceries,1599 Revere St,San Francisco,CA,94124,3/16/16 0:00,,Moderate risk vermin infestation,Moderate Risk
My Pot,408 Dewey Blvd,San Francisco,CA,94116,12/7/16 0:00,98,Unapproved or unmaintained equipment or utensils,Low Risk
Marengo on the Alley,531 Commercial St,San Francisco,CA,94111,12/5/16 0:00,87,Unclean hands or improper use of gloves,High Risk
TEA FM,3251 20th Ave,San Francisco,CA,94132,12/15/16 0:00,,,
Cream,3251 20th Ave Space#k5532,San Francisco,CA,94132,7/12/16 0:00,100,,
"Crepe and Brioche, Inc.",1700 O'Farrell,San Francisco,CA,94115,6/25/16 0:00,100,,
The Plant Cafe Organic,250 Montgomery St,San Francisco,CA,94104,11/10/16 0:00,87,Improper storage of equipment utensils or linens,Low Risk
Cadence and Mr. Tipple's Recording Studio,39 Fell St,San Francisco,CA,94102,1/7/16 0:00,,,
iNoodles,1650 Holloway Ave C134,San Francisco,CA,94132,1/26/16 0:00,,,
San Francisco Organic,1298 Shotwell St  D,San Francisco,CA,94110,9/16/16 0:00,,,
Grab N Go Inc,480 6th St,San Francisco,CA,94103,3/23/16 0:00,,Unclean nonfood contact surfaces,Low Risk
Mi Yucatan,2845 Mission St,San Francisco,CA,94110,6/15/16 0:00,92,Food safety certificate or food handler card not available,Low Risk
Kisu Japanese Cuisine,493 Pine St,San Francisco,CA,94104,10/21/16 0:00,87,Inadequate warewashing facilities or equipment,Low Risk
Gus's Community Market,2111 Harrison St,San Francisco,CA,94110,10/27/16 0:00,83,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk
Honey Creme,839 Irving St,San Francisco,CA,94122,4/4/16 0:00,,,
Ruru Juice LLC,1111 08th St,San Francisco,CA,94107,1/21/16 0:00,,,
Dolores St Community Services,3543 18th St #8,San Francisco,CA,94110,1/28/16 0:00,,,
Sugoi Sushi,1152 Valencia St,San Francisco,CA,94110,4/12/16 0:00,,,
Coffee Legend,4601 Geary Blvd,San Francisco,CA,94108,4/26/16 0:00,,,
Mateo's Taqueria,2471 Mission St,San Francisco,CA,94110,9/8/16 0:00,85,Unclean or unsanitary food contact surfaces,High Risk
Lady Saigon,Off The Grid,San Francisco,CA,,2/8/16 0:00,,,
Cafe Chaat,320 03rd St,San Francisco,CA,94107,10/17/16 0:00,,,
Super Pan,5344 Geary Blvd,San Francisco,CA,94121,6/28/16 0:00,86,Inadequate and inaccessible handwashing facilities,Moderate Risk
The Dorian,2001 Chestnut St,San Francisco,CA,94123,9/8/16 0:00,94,Unclean or degraded floors walls or ceilings,Low Risk
ETC Dessert Cafe,1919 Irving St,San Francisco,CA,94122,6/14/16 0:00,93,Unclean or unsanitary food contact surfaces,High Risk
West Portal Club House,131 Lenox Way,San Francisco,CA,94127,4/11/16 0:00,,Foods not protected from contamination,Moderate Risk
Gyros on Wheels,428 11th St,San Francisco,CA,94103,10/8/16 0:00,93,No hot water or running water,High Risk
Kaiju Eats Inc,3409 Geary Blvd,San Francisco,CA,94118,4/12/16 0:00,86,Inadequate ventilation or lighting,Low Risk
Grubstake,1525 Pine St,San Francisco,CA,94109,5/12/16 0:00,98,Improper food storage,Low Risk
F2 Founders LLC,400 Grove St,San Francisco,CA,94102,5/31/16 0:00,,,
Target Store T3203-Starbucks,1830 Ocean Ave,San Francisco,CA,94112,8/24/16 0:00,96,Inadequate and inaccessible handwashing facilities,Moderate Risk
Moxies,450 Post St 3rd Floor,San Francisco,CA,94102,12/14/16 0:00,100,,
Native Baking Company,2937 24th St,San Francisco,CA,94110,10/18/16 0:00,100,,
Specialty's Cafe & Bakery,100 California St,San Francisco,CA,94111,12/27/16 0:00,86,Foods not protected from contamination,Moderate Risk
Thainery,380 Bush St #3,San Francisco,CA,94104,11/2/16 0:00,96,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk
Starbucks Coffee #9211,1 Market St,San Francisco,CA,94105,11/16/16 0:00,94,Improper or defective plumbing,Low Risk
Starbucks Coffee Company #25428,1375 03rd St,San Francisco,CA,94158,12/16/16 0:00,96,Inadequate food safety knowledge or lack of certified food safety manager,Moderate Risk
Ho's Bootleg Tavern,2360 Van Ness Ave,San Francisco,CA,94109,1/22/16 0:00,,,
Herbst Theater C&M,401 Van Ness Ave,San Francisco,CA,94102,6/7/16 0:00,92,Foods not protected from contamination,Moderate Risk
Hippie Thai Street Food,1418 Haight St,San Francisco,CA,94117,1/19/16 0:00,,Inadequate and inaccessible handwashing facilities,Moderate Risk
Judie's Tacos Locos,Off The Grid,San Francisco,CA,,10/13/16 0:00,92,Foods not protected from contamination,Moderate Risk
Three Twins Ice Cream Wharf,79 Jefferson St,San Francisco,CA,94133,8/8/16 0:00,96,,
Front Door Cafe,1 Front St,San Francisco,CA,,1/27/16 0:00,98,Unclean or degraded floors walls or ceilings,Low Risk
Craftsman and Wolves The Den,1598 Yosemite Ave,San Francisco,CA,94124,2/9/16 0:00,,,
Hang Ah Tea Room,1 Pagoda Pl,San Francisco,CA,94108,7/26/16 0:00,,Moderate risk vermin infestation,Moderate Risk
Hashiri,4 Mint Plaza,San Francisco,CA,94103,3/3/16 0:00,,,
"Peet's Coffee & Tea, Inc.",Approved Private Locations,San Francisco,CA,94102,10/8/16 0:00,96,Low risk vermin infestation,Low Risk
5th Avenue Deli & Market,4 Embarcadero Center,San Francisco,CA,94111,12/7/16 0:00,84,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk
Cafe Reveille,610 Long Bridge,San Francisco,CA,,1/22/16 0:00,,,
Washington Square Inn,1660 Stockton St,San Francisco,CA,94133,9/26/16 0:00,96,Permit license or inspection report not posted,Low Risk
Mister Jiu's,28 Waverly Pl,San Francisco,CA,94108,3/25/16 0:00,,,
Eat On Monday,Approved Private Locations,San Francisco,CA,,1/20/16 0:00,,,
Silver Market Inc.,2501 San Bruno Ave,San Francisco,CA,94134,11/1/16 0:00,70,Inadequate and inaccessible handwashing facilities,Moderate Risk
Win Garden,2794 Diamond St,San Francisco,CA,94131,11/28/16 0:00,88,Unapproved or unmaintained equipment or utensils,Low Risk
Denny's Restaurant,816 Mission St,San Francisco,CA,94103,9/15/16 0:00,,,
The Perennial Restaurant,59 09th St,San Francisco,CA,94103,5/10/16 0:00,85,High risk food holding temperature,High Risk
Paramo Coffee,57 09th St,San Francisco,CA,94103,12/12/16 0:00,92,Moderate risk food holding temperature,Moderate Risk
Gus's Community Market,2111 Harrison St,San Francisco,CA,94110,10/27/16 0:00,94,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk
Fiorella,2339 Clement St,San Francisco,CA,94121,6/9/16 0:00,90,Food safety certificate or food handler card not available,Low Risk
